fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
0.2967741935483872,0.5746478873239436,0.3567567567567568,1.0,1.0,1.0,0.9473684210526316,0.6114583333333456,0.3875000000000006,0.3650793650793652,0.21568627450980382
0.28387096774193554,0.6197183098591548,0.16216216216216217,0.3272727272727272,0.9464285714285715,0.2926829268292683,0.11403508771929824,0.3541666666666572,0.6374999999999997,0.5396825396825398,0.5686274509803924
0.28387096774193554,0.7774647887323942,0.05405405405405406,0.39999999999999997,0.375,0.12195121951219515,0.06140350877192982,0.3770833333333172,0.7499999999999996,0.523809523809524,0.47058823529411775
0.3870967741935485,0.6366197183098592,0.24864864864864866,0.509090909090909,0.8630952380952382,0.46341463414634143,0.6754385964912281,0.4583333333333286,0.37500000000000044,0.44444444444444453,0.17647058823529416
0.2064516129032259,0.4394366197183098,0.1513513513513514,0.3636363636363636,0.20833333333333193,0.3414634146341463,0.23684210526315788,0.2041666666666515,0.7124999999999999,0.38095238095238093,0.607843137254902
0.335483870967742,0.3267605633802816,0.32432432432432434,0.43636363636363634,0.5297619047619048,0.8292682926829268,0.5701754385964912,0.5208333333333286,0.6625000000000001,0.3015873015873016,0.196078431372549
0.1806451612903227,0.4394366197183098,0.0,0.43636363636363634,0.3035714285714285,0.9512195121951219,0.4122807017543859,0.3125,0.7875000000000001,0.9523809523809526,0.4509803921568625
0.4258064516129033,0.4507042253521126,0.2810810810810811,0.3636363636363636,0.4821428571428571,1.0,1.0,0.4583333333333286,0.3999999999999999,0.3333333333333335,0.21568627450980382
0.8645161290322584,0.2816901408450704,0.5405405405405406,0.3272727272727272,0.613095238095238,0.46341463414634143,0.3508771929824561,0.5562500000000057,0.30000000000000027,0.38095238095238093,0.4117647058823528
0.5806451612903226,0.18028169014084505,0.4972972972972973,1.0,0.8988095238095241,0.04878048780487806,0.017543859649122806,0.7302083333333371,0.33750000000000036,0.4285714285714286,0.4901960784313726
0.46451612903225803,0.2591549295774647,0.3567567567567568,0.5454545454545454,0.4464285714285714,0.24390243902439027,0.3508771929824561,0.4156250000000057,0.4500000000000006,0.7619047619047621,0.5098039215686274
0.30967741935483883,0.5183098591549296,0.12972972972972974,0.3636363636363636,0.6250000000000001,0.8048780487804879,1.0,0.375,0.6625000000000001,0.23809523809523814,0.4117647058823528
0.32258064516129037,0.6422535211267604,0.08648648648648649,0.43636363636363634,0.2916666666666665,1.0,0.39473684210526316,0.42499999999999716,0.6374999999999997,0.4285714285714286,0.35294117647058787
0.3870967741935485,0.21408450704225346,0.3675675675675676,0.5818181818181818,0.5178571428571417,0.6097560975609756,0.24561403508771926,0.16249999999999432,0.3875000000000006,0.4126984126984127,0.8039215686274508
0.7870967741935485,0.34929577464788725,0.42162162162162165,0.4727272727272727,0.8035714285714287,0.17073170731707318,0.21929824561403508,0.6875000000000142,0.0,0.2698412698412699,0.23529411764705865
0.43870967741935496,0.5633802816901408,0.3783783783783784,0.6909090909090909,0.5654761904761904,0.6585365853658537,0.39473684210526316,0.5208333333333286,0.5000000000000004,0.46031746031746035,0.47058823529411775
0.7096774193548389,0.5971830985915492,0.4,1.0,0.8511904761904764,0.24390243902439027,0.5087719298245614,1.0,0.5124999999999997,0.4920634920634921,0.392156862745098
0.43870967741935496,0.33802816901408445,0.1837837837837838,0.39999999999999997,0.4107142857142856,0.12195121951219515,0.09649122807017543,0.5416666666666714,0.4750000000000001,0.44444444444444453,0.15686274509803888
0.19354838709677424,0.4957746478873239,0.0,0.4727272727272727,0.4821428571428571,0.12195121951219515,0.017543859649122806,0.2916666666666572,0.8500000000000001,0.3333333333333335,0.607843137254902
0.4516129032258066,0.19154929577464785,0.3891891891891892,0.4727272727272727,0.11309523809523792,0.8292682926829268,0.4035087719298246,0.3125,0.4500000000000006,1.0,0.784313725490196
0.5290322580645163,0.5746478873239436,0.3027027027027028,0.6545454545454545,0.6845238095238096,0.3902439024390244,0.543859649122807,0.5562500000000057,0.43749999999999956,0.4761904761904763,0.35294117647058787
0.40000000000000013,0.34929577464788725,0.2702702702702703,0.6181818181818182,0.4107142857142856,0.6829268292682927,0.49122807017543857,0.4322916666666572,0.5750000000000006,0.39682539682539686,0.4117647058823528
0.335483870967742,0.23661971830985912,0.3567567567567568,0.29090909090909084,0.2678571428571427,0.04878048780487806,0.05263157894736842,0.4166666666666572,0.3999999999999999,1.0,0.3137254901960782
0.4258064516129033,0.31549295774647884,0.31351351351351353,0.3272727272727272,1.0,0.0,0.32456140350877194,0.5520833333333286,0.48750000000000027,0.9365079365079367,0.21568627450980382
0.37419354838709684,0.4845070422535211,0.2594594594594595,0.39999999999999997,0.47023809523809523,0.21951219512195122,0.18421052631578946,0.65625,0.6750000000000003,0.7142857142857144,0.21568627450980382
0.4774193548387099,0.21408450704225346,0.42162162162162165,0.5454545454545454,0.47023809523809523,0.3902439024390244,0.3157894736842105,0.2541666666666629,0.5000000000000004,0.6984126984126986,0.8039215686274508
0.37419354838709684,0.6366197183098592,0.0756756756756757,0.5818181818181818,0.23214285714285576,0.0975609756097561,0.017543859649122806,0.45000000000000284,0.5874999999999999,0.3492063492063493,0.4901960784313726
0.9999999999999999,0.42816901408450697,0.5945945945945946,0.6909090909090909,0.3988095238095237,0.14634146341463417,0.14912280701754385,0.8458333333333314,0.2250000000000001,0.5555555555555558,0.4901960784313726
0.23225806451612918,0.2704225352112675,0.22702702702702704,0.4727272727272727,0.10119047619047594,0.6097560975609756,0.35964912280701755,0.4802083333333371,0.7000000000000006,0.6984126984126986,0.2549019607843135
0.8645161290322584,0.24788732394366197,0.4864864864864865,0.39999999999999997,0.5178571428571417,0.12195121951219515,0.07017543859649122,0.7083333333333428,0.03750000000000053,0.523809523809524,0.15686274509803888
0.335483870967742,0.37183098591549296,0.16216216216216217,0.39999999999999997,0.47023809523809523,0.21951219512195122,0.18421052631578946,0.4260416666666629,0.4750000000000001,0.2857142857142858,0.2941176470588234
0.7870967741935485,0.31549295774647884,0.518918918918919,0.43636363636363634,1.0,0.3414634146341463,0.368421052631579,0.625,0.15000000000000036,0.7619047619047621,0.2549019607843135
0.40000000000000013,0.9971830985915489,0.16216216216216217,0.43636363636363634,0.755952380952381,0.24390243902439027,0.21929824561403508,0.4208333333333343,0.3999999999999999,0.23809523809523814,0.3137254901960782
0.5677419354838712,0.30422535211267604,0.43243243243243246,0.14545454545454545,0.06547619047619024,0.5853658536585366,0.3771929824561403,0.28958333333332575,0.36250000000000027,0.7936507936507937,0.4901960784313726
0.4774193548387099,0.20281690140845066,0.5297297297297298,1.0,0.613095238095238,0.24390243902439027,0.14912280701754385,0.31041666666665435,0.4500000000000006,0.4920634920634921,0.7254901960784315
0.5161290322580646,0.6366197183098592,0.10810810810810811,0.2545454545454546,0.636904761904762,0.04878048780487806,0.043859649122807015,0.5677083333333286,0.5000000000000004,0.5079365079365081,0.22549019607843146
0.6838709677419358,0.6985915492957746,0.20540540540540542,1.0,0.8630952380952382,0.7804878048780488,0.6052631578947368,0.7062500000000114,0.28750000000000053,0.3492063492063493,0.196078431372549
0.2967741935483872,0.41690140845070417,0.10810810810810811,0.509090909090909,0.42261904761904756,0.2682926829268293,0.20175438596491227,0.40625,0.6374999999999997,0.39682539682539686,0.35294117647058787
0.37419354838709684,0.664788732394366,0.0,0.2545454545454546,0.636904761904762,0.5121951219512195,0.21052631578947364,0.453125,0.5874999999999999,0.39682539682539686,0.3137254901960782
0.49032258064516154,0.9999999999999998,0.16216216216216217,1.0,0.4107142857142856,0.24390243902439027,0.4122807017543859,0.7291666666666714,0.5750000000000006,0.25396825396825395,0.2941176470588234
0.37419354838709684,0.21408450704225346,0.44324324324324327,0.5454545454545454,0.31547619047619035,0.8048780487804879,0.4649122807017544,0.30416666666666003,0.5375000000000001,0.8253968253968256,0.5882352941176472
0.9999999999999999,0.20281690140845066,0.8,0.6181818181818182,0.6726190476190478,0.1951219512195122,0.18421052631578946,0.7708333333333428,0.36250000000000027,0.6984126984126986,0.47058823529411775
0.6967741935483872,0.22535211267605632,0.6378378378378379,0.4727272727272727,0.45833333333333326,0.04878048780487806,0.07017543859649122,0.7708333333333428,0.36250000000000027,0.7142857142857144,0.23529411764705865
0.2967741935483872,0.3605633802816901,0.0,0.18181818181818182,0.375,0.7560975609756098,0.27192982456140347,0.24791666666666856,0.5124999999999997,0.39682539682539686,0.5882352941176472
0.4258064516129033,0.19154929577464785,0.5297297297297298,0.4727272727272727,0.6845238095238096,0.4878048780487805,0.45614035087719296,0.5354166666666771,0.5000000000000004,0.5396825396825398,0.33333333333333326
0.4516129032258066,0.23661971830985912,0.4756756756756757,0.2181818181818182,0.04166666666666641,0.12195121951219515,0.043859649122807015,0.35624999999998863,0.5500000000000003,0.44444444444444453,0.4509803921568625
0.41290322580645167,0.845070422535211,0.2810810810810811,1.0,0.8154761904761906,0.7317073170731707,0.5263157894736842,0.48749999999999716,0.43749999999999956,0.2063492063492064,0.15686274509803888
0.5419354838709679,0.5295774647887324,0.1945945945945946,0.7272727272727273,0.6011904761904762,0.2682926829268293,0.5877192982456141,0.5604166666666686,0.28750000000000053,0.3333333333333335,0.196078431372549
0.37419354838709684,0.33802816901408445,0.33513513513513515,0.2545454545454546,0.49404761904761907,0.3414634146341463,0.3070175438596491,0.6041666666666714,0.5000000000000004,0.4920634920634921,0.11764705882352922
0.06451612903225812,0.33802816901408445,0.0,0.3272727272727272,0.06547619047619024,0.4146341463414634,0.7105263157894737,0.0,0.9624999999999999,0.6349206349206351,1.0
0.15483870967741942,0.552112676056338,0.11891891891891893,0.3272727272727272,0.32738095238095233,0.4146341463414634,0.18421052631578946,0.29479166666665435,0.7999999999999994,0.523809523809524,0.4901960784313726
0.4774193548387099,0.552112676056338,0.32432432432432434,0.43636363636363634,0.5416666666666666,0.24390243902439027,0.3771929824561403,0.5416666666666714,0.6125000000000003,0.44444444444444453,0.35294117647058787
0.23225806451612918,0.76056338028169,0.0,0.4727272727272727,0.31547619047619035,0.6585365853658537,0.39473684210526316,0.18541666666665435,0.7250000000000001,0.3015873015873016,0.6274509803921569
0.43870967741935496,0.732394366197183,0.34594594594594597,0.43636363636363634,0.4821428571428571,0.36585365853658536,0.5877192982456141,0.4749999999999943,0.4500000000000006,0.2698412698412699,0.27450980392156854
0.5161290322580646,0.11267605633802816,0.3891891891891892,0.3636363636363636,0.3035714285714285,1.0,0.6140350877192983,0.4208333333333343,0.7000000000000006,0.8571428571428572,0.5098039215686274
0.25806451612903225,0.4507042253521126,0.043243243243243246,0.4727272727272727,0.363095238095238,0.17073170731707318,0.07017543859649122,0.375,0.6125000000000003,0.4761904761904763,0.196078431372549
0.25806451612903225,0.9464788732394365,0.0,0.3272727272727272,0.5178571428571417,0.0975609756097561,0.07894736842105263,0.1666666666666572,0.7375000000000003,0.17460317460317465,0.6862745098039214
0.05161290322580647,0.31549295774647884,0.5405405405405406,1.0,0.08928571428571408,0.6829268292682927,0.6403508771929824,0.0,0.7250000000000001,0.523809523809524,1.0
0.5548387096774196,0.19154929577464785,0.3783783783783784,0.3636363636363636,0.3392857142857142,0.5853658536585366,0.4385964912280702,0.5208333333333286,0.33750000000000036,1.0,0.37254901960784315
0.3870967741935485,0.4732394366197183,0.14054054054054055,0.5818181818181818,0.6964285714285704,0.5609756097560976,0.5175438596491229,0.609375,0.6000000000000001,0.44444444444444453,0.196078431372549
0.49032258064516154,0.24788732394366197,0.4540540540540541,0.43636363636363634,0.3988095238095237,0.5365853658536586,0.2543859649122807,0.19999999999998863,0.25,0.7142857142857144,0.784313725490196
0.4516129032258066,0.6197183098591548,0.5945945945945946,0.3272727272727272,0.9345238095238085,0.7560975609756098,1.0,0.5,0.3250000000000002,0.46031746031746035,0.196078431372549
0.23225806451612918,0.5070422535211265,0.12972972972972974,0.509090909090909,0.9702380952380955,0.5853658536585366,0.2543859649122807,0.3322916666666629,0.7000000000000006,0.6031746031746033,0.5686274509803924
0.32258064516129037,0.16901408450704225,0.6486486486486487,0.43636363636363634,0.42261904761904756,0.3902439024390244,0.15789473684210525,0.6395833333333343,0.5874999999999999,0.6190476190476191,0.43137254901960764
0.5419354838709679,0.40563380281690137,0.44324324324324327,0.8727272727272726,0.636904761904762,0.6097560975609756,0.39473684210526316,0.6458333333333286,0.5000000000000004,0.31746031746031755,0.4117647058823528
0.49032258064516154,0.4957746478873239,0.043243243243243246,0.39999999999999997,0.5178571428571417,0.21951219512195122,0.13157894736842105,0.5833333333333428,0.3875000000000006,0.17460317460317465,0.23529411764705865
0.16774193548387106,0.552112676056338,0.08648648648648649,0.43636363636363634,0.38690476190476175,0.36585365853658536,0.14912280701754385,0.1833333333333229,0.8124999999999996,0.6984126984126986,0.5294117647058822
0.32258064516129037,0.5408450704225352,0.0,0.3272727272727272,0.42261904761904756,0.36585365853658536,0.23684210526315788,0.5416666666666714,0.7000000000000006,0.5873015873015874,0.2941176470588234
0.6838709677419358,0.2591549295774647,0.44324324324324327,0.509090909090909,0.5297619047619048,0.24390243902439027,0.4736842105263158,0.6458333333333286,0.37500000000000044,0.2698412698412699,0.21568627450980382
0.7612903225806454,0.33802816901408445,0.7135135135135136,0.7454545454545456,0.9226190476190465,0.2682926829268293,0.1929824561403509,0.5208333333333286,0.4125000000000001,0.6666666666666667,0.6470588235294117
0.30967741935483883,0.4845070422535211,0.14054054054054055,0.4727272727272727,0.4345238095238094,0.3414634146341463,0.24561403508771926,0.40625,0.5624999999999996,0.4126984126984127,0.2549019607843135
0.270967741935484,0.9999999999999998,0.08648648648648649,0.509090909090909,0.3392857142857142,0.43902439024390244,0.21929824561403508,0.46666666666666856,0.7624999999999997,0.38095238095238093,0.5098039215686274
0.4774193548387099,0.4732394366197183,0.2594594594594595,0.909090909090909,0.4464285714285714,0.36585365853658536,0.9210526315789473,0.5833333333333428,0.4500000000000006,0.44444444444444453,0.196078431372549
0.3870967741935485,0.3267605633802816,0.3567567567567568,0.5818181818181818,0.47023809523809523,0.12195121951219515,0.14035087719298245,0.3854166666666714,0.48750000000000027,0.39682539682539686,0.5490196078431371
0.503225806451613,0.06760563380281687,0.5513513513513514,0.309090909090909,0.38690476190476175,1.0,0.7105263157894737,0.3374999999999915,0.5249999999999999,0.6825396825396828,0.6666666666666665
0.25806451612903225,0.42816901408450697,0.043243243243243246,0.43636363636363634,0.35119047619047616,0.12195121951219515,0.06140350877192982,0.3645833333333286,0.6000000000000001,0.4920634920634921,0.196078431372549
0.7096774193548389,0.37183098591549296,0.24864864864864866,0.3636363636363636,0.5178571428571417,0.21951219512195122,0.09649122807017543,0.5979166666666629,0.3875000000000006,0.5079365079365081,0.17647058823529416
0.3612903225806453,0.608450704225352,0.0,0.3272727272727272,0.4345238095238094,0.2926829268292683,0.2894736842105263,0.6041666666666714,0.7499999999999996,0.3650793650793652,0.196078431372549
0.503225806451613,0.6028169014084506,0.5297297297297298,1.0,0.9940476190476192,0.8048780487804879,1.0,0.9375,0.5000000000000004,1.0,0.17647058823529416
0.46451612903225803,0.24788732394366197,0.41081081081081083,0.5818181818181818,0.49404761904761907,0.2682926829268293,0.4385964912280702,0.6041666666666714,0.48750000000000027,0.2222222222222222,0.11764705882352922
0.5935483870967743,0.4507042253521126,1.0,0.909090909090909,1.0,0.7560975609756098,0.543859649122807,0.7916666666666856,0.0,1.0,0.196078431372549
0.9161290322580645,0.37183098591549296,0.6810810810810811,0.4727272727272727,0.4107142857142856,0.14634146341463417,0.14035087719298245,0.8062500000000057,0.37500000000000044,0.5714285714285714,0.4901960784313726
0.41290322580645167,0.788732394366197,0.31351351351351353,1.0,0.5297619047619048,0.4878048780487805,0.5,0.46041666666666003,0.31250000000000044,0.31746031746031755,0.196078431372549
0.41290322580645167,0.4845070422535211,0.0,0.29090909090909084,0.375,0.14634146341463417,0.08771929824561403,0.4781249999999915,0.43749999999999956,0.4920634920634921,0.196078431372549
0.335483870967742,0.5070422535211265,0.06486486486486487,0.2545454545454546,0.4464285714285714,0.1951219512195122,0.17543859649122806,0.5416666666666714,0.5624999999999996,0.5873015873015874,0.23529411764705865
0.87741935483871,0.5690140845070422,0.7135135135135136,1.0,0.5892857142857143,0.12195121951219515,0.14912280701754385,0.7083333333333428,0.25,1.0,0.9607843137254903
0.5419354838709679,0.1352112676056338,0.5837837837837838,0.5818181818181818,0.5297619047619048,0.5853658536585366,0.4385964912280702,0.65625,0.6000000000000001,0.3333333333333335,0.15686274509803888
0.5806451612903226,0.20281690140845066,0.3675675675675676,0.39999999999999997,0.3035714285714285,0.2682926829268293,0.15789473684210525,0.3291666666666657,0.43749999999999956,0.8095238095238095,0.6470588235294117
0.335483870967742,0.33239436619718304,0.3891891891891892,0.39999999999999997,0.5059523809523809,0.2926829268292683,0.33333333333333337,0.5416666666666714,0.7124999999999999,0.4920634920634921,0.15686274509803888
0.5161290322580646,0.7999999999999998,0.0,0.6909090909090909,0.6726190476190478,0.3902439024390244,0.3157894736842105,0.6479166666666742,0.5249999999999999,0.4285714285714286,0.392156862745098
0.28387096774193554,0.732394366197183,0.0,0.3272727272727272,0.32738095238095233,0.8048780487804879,0.39473684210526316,0.5833333333333428,0.8874999999999997,0.5555555555555558,0.2941176470588234
0.30967741935483883,0.7718309859154928,0.0,0.5818181818181818,0.35119047619047616,0.14634146341463417,0.11403508771929824,0.5104166666666714,0.7124999999999999,0.3650793650793652,0.23529411764705865
0.4516129032258066,0.845070422535211,0.0,0.4727272727272727,0.5416666666666666,0.21951219512195122,0.21052631578947364,0.4749999999999943,0.42500000000000027,0.2698412698412699,0.27450980392156854
0.34838709677419366,0.3605633802816901,0.21621621621621623,0.2545454545454546,0.12499999999999978,0.5609756097560976,0.5,0.15625,0.5874999999999999,0.38095238095238093,0.6470588235294117
0.43870967741935496,0.42816901408450697,0.42162162162162165,0.6181818181818182,0.5178571428571417,0.2682926829268293,0.3421052631578947,0.6770833333333428,0.6499999999999999,0.46031746031746035,0.4509803921568625
0.41290322580645167,0.34929577464788725,0.34594594594594597,0.6909090909090909,0.49404761904761907,0.6829268292682927,0.44736842105263164,0.5625,0.5000000000000004,0.4920634920634921,0.37254901960784315
0.3612903225806453,0.5633802816901408,0.05405405405405406,0.3636363636363636,0.35119047619047616,0.5609756097560976,0.3070175438596491,0.4270833333333286,0.6374999999999997,0.38095238095238093,0.607843137254902
0.10322580645161306,0.33802816901408445,0.2918918918918919,0.39999999999999997,0.636904761904762,0.5365853658536586,0.42105263157894735,0.2822916666666515,1.0000000000000004,0.4920634920634921,0.7647058823529411
0.6451612903225808,0.33802816901408445,0.3783783783783784,0.43636363636363634,0.5297619047619048,0.3902439024390244,0.27192982456140347,0.43958333333333144,0.3999999999999999,0.523809523809524,0.5294117647058822
0.6967741935483872,0.41690140845070417,0.21621621621621623,1.0,0.38690476190476175,0.2926829268292683,0.3771929824561403,0.989583333333357,0.31250000000000044,0.5714285714285714,0.15686274509803888
0.0903225806451613,0.39436619718309845,0.11891891891891893,0.4727272727272727,0.11309523809523792,0.36585365853658536,0.7192982456140351,0.0,0.7875000000000001,0.8730158730158732,1.0
0.4516129032258066,0.2929577464788732,0.3027027027027028,0.43636363636363634,0.32738095238095233,0.2926829268292683,0.20175438596491227,0.5,0.3999999999999999,0.6349206349206351,0.2549019607843135
0.43870967741935496,0.1464788732394366,0.4648648648648649,0.29090909090909084,0.3392857142857142,0.5121951219512195,0.3771929824561403,0.2708333333333286,0.5874999999999999,0.4285714285714286,0.6862745098039214
0.4258064516129033,0.23661971830985912,0.24864864864864866,0.29090909090909084,0.45833333333333326,0.4146341463414634,0.33333333333333337,0.4427083333333286,0.4750000000000001,0.5079365079365081,0.17647058823529416
0.2064516129032259,0.2704225352112675,0.2594594594594595,0.4727272727272727,0.6726190476190478,0.43902439024390244,0.3070175438596491,0.2708333333333286,0.8249999999999997,0.38095238095238093,0.6470588235294117
0.28387096774193554,0.40563380281690137,0.2702702702702703,0.39999999999999997,0.4464285714285714,0.6829268292682927,0.4736842105263158,0.3437499999999858,0.5375000000000001,0.4285714285714286,0.392156862745098
0.6967741935483872,0.6422535211267604,0.11891891891891893,0.18181818181818182,0.5416666666666666,0.17073170731707318,0.14912280701754385,0.39374999999999716,0.0,0.2222222222222222,0.2549019607843135
0.32258064516129037,0.38309859154929576,0.21621621621621623,0.3636363636363636,0.45833333333333326,0.6585365853658537,0.4122807017543859,0.375,0.5750000000000006,0.4920634920634921,0.392156862745098
0.4258064516129033,0.0788732394366197,0.4540540540540541,0.2545454545454546,0.22023809523809512,0.4146341463414634,0.20175438596491227,0.2083333333333286,0.4750000000000001,0.5714285714285714,0.5490196078431371
0.3870967741935485,0.2704225352112675,0.33513513513513515,0.29090909090909084,0.4821428571428571,0.6097560975609756,0.5087719298245614,0.5375000000000085,0.6874999999999996,0.46031746031746035,0.21568627450980382
0.8000000000000004,0.39436619718309845,0.4648648648648649,0.43636363636363634,1.0,0.6341463414634146,0.5175438596491229,0.6458333333333286,0.3250000000000002,0.6825396825396828,0.47058823529411775
0.28387096774193554,0.5408450704225352,0.1945945945945946,0.3636363636363636,0.4821428571428571,0.4146341463414634,0.6929824561403508,0.5,0.8500000000000001,0.38095238095238093,0.17647058823529416
0.270967741935484,0.5859154929577464,0.24864864864864866,0.43636363636363634,0.49404761904761907,0.24390243902439027,0.9824561403508771,0.35208333333333997,0.5624999999999996,0.5873015873015874,0.4901960784313726
0.5935483870967743,0.5295774647887324,0.2594594594594595,0.8727272727272726,0.7440476190476178,0.46341463414634143,0.3508771929824561,0.7083333333333428,0.43749999999999956,0.5396825396825398,0.23529411764705865
0.4258064516129033,0.6422535211267604,0.22702702702702704,0.43636363636363634,0.49404761904761907,0.7804878048780488,1.0,0.4375,0.42500000000000027,0.2857142857142858,0.2941176470588234
0.41290322580645167,0.4619718309859155,0.010810810810810811,0.2545454545454546,0.45833333333333326,0.04878048780487806,0.10526315789473684,0.3125,0.31250000000000044,0.2063492063492064,0.27450980392156854
0.4258064516129033,0.34929577464788725,0.22702702702702704,0.2545454545454546,0.8035714285714287,0.21951219512195122,0.26315789473684215,0.4791666666666714,0.3250000000000002,0.9206349206349209,0.21568627450980382
0.7483870967741938,0.1352112676056338,0.5297297297297298,0.3272727272727272,0.4345238095238094,0.12195121951219515,0.11403508771929824,0.59375,0.33750000000000036,1.0,0.5098039215686274
0.6451612903225808,0.5408450704225352,0.5405405405405406,0.509090909090909,0.4821428571428571,0.6585365853658537,0.5614035087719298,0.8020833333333428,0.7375000000000003,0.38095238095238093,0.2549019607843135
0.25806451612903225,0.4957746478873239,0.1513513513513514,0.5454545454545454,0.3035714285714285,0.2926829268292683,0.1929824561403509,0.20520833333333144,0.6374999999999997,0.46031746031746035,0.6470588235294117
0.335483870967742,0.6873239436619718,0.021621621621621623,0.5818181818181818,0.4464285714285714,0.36585365853658536,0.3070175438596491,0.5416666666666714,0.6625000000000001,0.3015873015873016,0.17647058823529416
0.4258064516129033,0.2816901408450704,0.24864864864864866,0.3272727272727272,0.45833333333333326,0.5365853658536586,0.368421052631579,0.4479166666666572,0.4624999999999999,0.5396825396825398,0.17647058823529416
0.19354838709677424,0.5408450704225352,0.08648648648648649,0.3272727272727272,0.38690476190476175,0.3170731707317073,0.33333333333333337,0.1416666666666515,0.5874999999999999,0.3333333333333335,0.5098039215686274
0.4516129032258066,0.7436619718309858,0.10810810810810811,0.8727272727272726,0.613095238095238,0.07317073170731708,0.05263157894736842,0.6822916666666714,0.5624999999999996,0.25396825396825395,0.21568627450980382
0.34838709677419366,0.5295774647887324,0.2810810810810811,0.39999999999999997,0.49404761904761907,0.3902439024390244,0.8508771929824561,0.3999999999999915,0.4624999999999999,0.3015873015873016,0.2941176470588234
0.3612903225806453,0.6985915492957746,0.0756756756756757,0.29090909090909084,0.5654761904761904,0.3414634146341463,0.35964912280701755,0.31458333333333144,0.2625000000000006,0.23809523809523814,0.3137254901960782
0.5419354838709679,0.38309859154929576,0.4864864864864865,0.6181818181818182,0.31547619047619035,0.14634146341463417,0.09649122807017543,0.28125,0.5124999999999997,0.7301587301587305,1.0
0.9999999999999999,0.5915492957746478,0.5297297297297298,1.0,0.6726190476190478,0.21951219512195122,0.14035087719298245,1.0,0.012500000000000622,0.6507936507936509,0.5294117647058822
0.41290322580645167,0.4788732394366197,0.12972972972972974,0.5818181818181818,0.35119047619047616,0.24390243902439027,0.24561403508771926,0.4166666666666572,0.5375000000000001,0.44444444444444453,0.6274509803921569
0.6580645161290323,0.4845070422535211,0.1837837837837838,0.7272727272727273,0.5773809523809522,0.46341463414634143,0.4035087719298246,0.875,0.28750000000000053,0.44444444444444453,0.196078431372549
0.46451612903225803,0.5070422535211265,0.2810810810810811,0.4727272727272727,0.2559523809523808,0.6585365853658537,0.5087719298245614,0.40625,0.48750000000000027,0.15873015873015872,0.33333333333333326
0.5161290322580646,0.39436619718309845,0.2918918918918919,0.509090909090909,0.19642857142857129,0.3170731707317073,0.18421052631578946,0.3291666666666657,0.33750000000000036,0.7460317460317463,0.5490196078431371
0.4258064516129033,0.09014084507042253,0.3783783783783784,0.29090909090909084,0.1845238095238093,0.14634146341463417,0.07017543859649122,0.26874999999999716,0.5124999999999997,0.7460317460317463,0.6862745098039214
0.5548387096774196,0.40563380281690137,0.572972972972973,1.0,0.7440476190476178,0.04878048780487806,0.02631578947368421,0.4020833333333229,0.37500000000000044,0.4126984126984127,0.7254901960784315
0.335483870967742,0.6478873239436618,0.14054054054054055,0.39999999999999997,0.4464285714285714,0.2682926829268293,0.11403508771929824,0.3604166666666657,0.4750000000000001,0.3333333333333335,0.33333333333333326
